jobId,salary
JOB1362684407986,108
JOB1362684407987,83
JOB1362684407988,34
JOB1362684407989,73
JOB1362684407990,172
JOB1362684407991,112
JOB1362684407992,104
JOB1362684407993,88
JOB1362684407994,124
JOB1362684407995,92
JOB1362684407996,109
JOB1362684407997,86
JOB1362684407998,77
JOB1362684407999,107
JOB1362684408000,160
JOB1362684408001,187
JOB1362684408002,135
JOB1362684408003,96
JOB1362684408004,124
JOB1362684408005,78
JOB1362684408006,78
JOB1362684408007,163
JOB1362684408008,190
JOB1362684408009,119
JOB1362684408010,123
JOB1362684408011,150
JOB1362684408012,98
JOB1362684408013,136
JOB1362684408014,101
JOB1362684408015,159
JOB1362684408016,72
JOB1362684408017,90
JOB1362684408018,95
JOB1362684408019,110
JOB1362684408020,90
JOB1362684408021,48
JOB1362684408022,79
JOB1362684408023,90
JOB1362684408024,166
JOB1362684408025,115
JOB1362684408026,163
JOB1362684408027,158
JOB1362684408028,195
JOB1362684408029,77
JOB1362684408030,183
JOB1362684408031,50
JOB1362684408032,162
JOB1362684408033,98
JOB1362684408034,118
JOB1362684408035,58
JOB1362684408036,149
JOB1362684408037,132
JOB1362684408038,153
JOB1362684408039,115
JOB1362684408040,134
JOB1362684408041,55
JOB1362684408042,70
JOB1362684408043,134
JOB1362684408044,164
JOB1362684408045,90
JOB1362684408046,166
JOB1362684408047,144
JOB1362684408048,152
JOB1362684408049,223
JOB1362684408050,113
JOB1362684408051,170
JOB1362684408052,94
JOB1362684408053,127
JOB1362684408054,105
JOB1362684408055,62
JOB1362684408056,104
JOB1362684408057,88
JOB1362684408058,109
JOB1362684408059,51
JOB1362684408060,156
JOB1362684408061,91
JOB1362684408062,111
JOB1362684408063,113
JOB1362684408064,130
JOB1362684408065,93
JOB1362684408066,168
JOB1362684408067,79
JOB1362684408068,146
JOB1362684408069,122
JOB1362684408070,114
JOB1362684408071,105
JOB1362684408072,104
JOB1362684408073,102
JOB1362684408074,92
JOB1362684408075,63
JOB1362684408076,121
JOB1362684408077,122
JOB1362684408078,131
JOB1362684408079,151
JOB1362684408080,158
JOB1362684408081,63
JOB1362684408082,123
JOB1362684408083,93
JOB1362684408084,76
JOB1362684408085,77
JOB1362684408086,91
JOB1362684408087,157
JOB1362684408088,152
JOB1362684408089,69
JOB1362684408090,133
JOB1362684408091,117
JOB1362684408092,147
JOB1362684408093,122
JOB1362684408094,116
JOB1362684408095,119
JOB1362684408096,165
JOB1362684408097,74
JOB1362684408098,113
JOB1362684408099,161
JOB1362684408100,126
JOB1362684408101,115
JOB1362684408102,108
JOB1362684408103,151
JOB1362684408104,161
JOB1362684408105,119
JOB1362684408106,71
JOB1362684408107,146
JOB1362684408108,64
JOB1362684408109,58
JOB1362684408110,167
JOB1362684408111,124
JOB1362684408112,95
JOB1362684408113,100
JOB1362684408114,46
JOB1362684408115,117
JOB1362684408116,102
JOB1362684408117,184
JOB1362684408118,111
JOB1362684408119,95
JOB1362684408120,92
JOB1362684408121,70
JOB1362684408122,156
JOB1362684408123,161
JOB1362684408124,125
JOB1362684408125,98
JOB1362684408126,135
JOB1362684408127,106
JOB1362684408128,85
JOB1362684408129,92
JOB1362684408130,95
JOB1362684408131,100
JOB1362684408132,145
JOB1362684408133,58
JOB1362684408134,33
JOB1362684408135,71
JOB1362684408136,183
JOB1362684408137,123
JOB1362684408138,87
JOB1362684408139,80
JOB1362684408140,108
JOB1362684408141,117
JOB1362684408142,77
JOB1362684408143,188
JOB1362684408144,65
JOB1362684408145,80
JOB1362684408146,60
JOB1362684408147,87
JOB1362684408148,23
JOB1362684408149,68
JOB1362684408150,45
JOB1362684408151,80
JOB1362684408152,92
JOB1362684408153,68
JOB1362684408154,148
JOB1362684408155,84
JOB1362684408156,137
JOB1362684408157,162
JOB1362684408158,177
JOB1362684408159,104
JOB1362684408160,74
JOB1362684408161,124
JOB1362684408162,82
JOB1362684408163,101
JOB1362684408164,99
JOB1362684408165,61
JOB1362684408166,159
JOB1362684408167,105
JOB1362684408168,119
JOB1362684408169,113
JOB1362684408170,146
JOB1362684408171,61
JOB1362684408172,72
JOB1362684408173,55
JOB1362684408174,109
JOB1362684408175,196
JOB1362684408176,100
JOB1362684408177,106
JOB1362684408178,140
JOB1362684408179,109
JOB1362684408180,124
JOB1362684408181,90
JOB1362684408182,80
JOB1362684408183,122
JOB1362684408184,158
JOB1362684408185,93
JOB1362684408186,175
JOB1362684408187,126
JOB1362684408188,88
JOB1362684408189,160
JOB1362684408190,95
JOB1362684408191,129
JOB1362684408192,120
JOB1362684408193,61
JOB1362684408194,113
JOB1362684408195,126
JOB1362684408196,130
JOB1362684408197,107
JOB1362684408198,188
JOB1362684408199,145
JOB1362684408200,171
JOB1362684408201,72
JOB1362684408202,134
JOB1362684408203,106
JOB1362684408204,131
JOB1362684408205,155
JOB1362684408206,54
JOB1362684408207,91
JOB1362684408208,160
JOB1362684408209,124
JOB1362684408210,115
JOB1362684408211,152
JOB1362684408212,155
JOB1362684408213,178
JOB1362684408214,184
JOB1362684408215,139
JOB1362684408216,38
JOB1362684408217,116
JOB1362684408218,101
JOB1362684408219,129
JOB1362684408220,62
JOB1362684408221,89
JOB1362684408222,140
JOB1362684408223,107
JOB1362684408224,145
JOB1362684408225,115
JOB1362684408226,66
JOB1362684408227,112
JOB1362684408228,185
JOB1362684408229,125
JOB1362684408230,109
JOB1362684408231,89
JOB1362684408232,72
JOB1362684408233,78
JOB1362684408234,131
JOB1362684408235,55
JOB1362684408236,84
JOB1362684408237,121
JOB1362684408238,125
JOB1362684408239,158
JOB1362684408240,51
JOB1362684408241,70
JOB1362684408242,181
JOB1362684408243,167
JOB1362684408244,132
JOB1362684408245,197
JOB1362684408246,100
JOB1362684408247,248
JOB1362684408248,137
JOB1362684408249,150
JOB1362684408250,49
JOB1362684408251,137
JOB1362684408252,85
JOB1362684408253,95
JOB1362684408254,80
JOB1362684408255,93
JOB1362684408256,142
JOB1362684408257,133
JOB1362684408258,119
JOB1362684408259,179
JOB1362684408260,176
JOB1362684408261,130
JOB1362684408262,130
JOB1362684408263,98
JOB1362684408264,83
JOB1362684408265,139
JOB1362684408266,100
JOB1362684408267,81
JOB1362684408268,142
JOB1362684408269,155
JOB1362684408270,141
JOB1362684408271,104
JOB1362684408272,142
JOB1362684408273,101
JOB1362684408274,189
JOB1362684408275,180
JOB1362684408276,130
JOB1362684408277,148
JOB1362684408278,101
JOB1362684408279,104
JOB1362684408280,149
JOB1362684408281,134
JOB1362684408282,78
JOB1362684408283,66
JOB1362684408284,129
JOB1362684408285,139
JOB1362684408286,109
JOB1362684408287,140
JOB1362684408288,50
JOB1362684408289,109
JOB1362684408290,172
JOB1362684408291,74
JOB1362684408292,85
JOB1362684408293,174
JOB1362684408294,103
JOB1362684408295,116
JOB1362684408296,123
JOB1362684408297,56
JOB1362684408298,103
JOB1362684408299,207
JOB1362684408300,117
JOB1362684408301,132
JOB1362684408302,54
JOB1362684408303,114
JOB1362684408304,133
JOB1362684408305,125
JOB1362684408306,111
JOB1362684408307,204
JOB1362684408308,134
JOB1362684408309,81
JOB1362684408310,143
JOB1362684408311,142
JOB1362684408312,149
JOB1362684408313,94
JOB1362684408314,157
JOB1362684408315,90
JOB1362684408316,214
JOB1362684408317,100
JOB1362684408318,90
JOB1362684408319,69
JOB1362684408320,171
JOB1362684408321,53
JOB1362684408322,123
JOB1362684408323,112
JOB1362684408324,101
JOB1362684408325,130
JOB1362684408326,95
JOB1362684408327,207
JOB1362684408328,148
JOB1362684408329,39
JOB1362684408330,76
JOB1362684408331,78
JOB1362684408332,123
JOB1362684408333,171
JOB1362684408334,48
JOB1362684408335,96
JOB1362684408336,143
JOB1362684408337,175
JOB1362684408338,96
JOB1362684408339,218
JOB1362684408340,66
JOB1362684408341,124
JOB1362684408342,85
JOB1362684408343,115
JOB1362684408344,97
JOB1362684408345,51
JOB1362684408346,59
JOB1362684408347,78
JOB1362684408348,199
JOB1362684408349,90
JOB1362684408350,72
JOB1362684408351,123
JOB1362684408352,129
JOB1362684408353,95
JOB1362684408354,114
JOB1362684408355,56
JOB1362684408356,192
JOB1362684408357,240
JOB1362684408358,153
JOB1362684408359,97
JOB1362684408360,210
JOB1362684408361,115
JOB1362684408362,155
JOB1362684408363,145
JOB1362684408364,127
JOB1362684408365,155
JOB1362684408366,148
JOB1362684408367,160
JOB1362684408368,131
JOB1362684408369,85
JOB1362684408370,84
JOB1362684408371,76
JOB1362684408372,186
JOB1362684408373,57
JOB1362684408374,142
JOB1362684408375,78
JOB1362684408376,97
JOB1362684408377,141
JOB1362684408378,118
JOB1362684408379,90
JOB1362684408380,142
JOB1362684408381,201
JOB1362684408382,169
JOB1362684408383,64
JOB1362684408384,129
JOB1362684408385,177
JOB1362684408386,116
JOB1362684408387,85
JOB1362684408388,86
JOB1362684408389,49
JOB1362684408390,157
JOB1362684408391,83
JOB1362684408392,118
JOB1362684408393,147
JOB1362684408394,99
JOB1362684408395,38
JOB1362684408396,190
JOB1362684408397,131
JOB1362684408398,111
JOB1362684408399,95
JOB1362684408400,109
JOB1362684408401,149
JOB1362684408402,123
JOB1362684408403,133
JOB1362684408404,115
JOB1362684408405,132
JOB1362684408406,225
JOB1362684408407,94
JOB1362684408408,123
JOB1362684408409,94
JOB1362684408410,119
JOB1362684408411,94
JOB1362684408412,73
JOB1362684408413,155
JOB1362684408414,76
JOB1362684408415,132
JOB1362684408416,170
JOB1362684408417,94
JOB1362684408418,91
JOB1362684408419,118
JOB1362684408420,99
JOB1362684408421,142
JOB1362684408422,100
JOB1362684408423,125
JOB1362684408424,173
JOB1362684408425,137
JOB1362684408426,151
JOB1362684408427,111
JOB1362684408428,95
JOB1362684408429,154
JOB1362684408430,181
JOB1362684408431,140
JOB1362684408432,153
JOB1362684408433,142
JOB1362684408434,113
JOB1362684408435,107
JOB1362684408436,96
JOB1362684408437,44
JOB1362684408438,69
JOB1362684408439,144
JOB1362684408440,122
JOB1362684408441,160
JOB1362684408442,121
JOB1362684408443,114
JOB1362684408444,62
JOB1362684408445,97
JOB1362684408446,83
JOB1362684408447,166
JOB1362684408448,80
JOB1362684408449,125
JOB1362684408450,137
JOB1362684408451,150
JOB1362684408452,142
JOB1362684408453,123
JOB1362684408454,192
JOB1362684408455,75
JOB1362684408456,117
JOB1362684408457,154
JOB1362684408458,126
JOB1362684408459,64
JOB1362684408460,93
JOB1362684408461,80
JOB1362684408462,110
JOB1362684408463,130
JOB1362684408464,150
JOB1362684408465,112
JOB1362684408466,116
JOB1362684408467,119
JOB1362684408468,123
JOB1362684408469,108
JOB1362684408470,92
JOB1362684408471,130
JOB1362684408472,100
JOB1362684408473,76
JOB1362684408474,141
JOB1362684408475,169
JOB1362684408476,35
JOB1362684408477,117
JOB1362684408478,104
JOB1362684408479,150
JOB1362684408480,69
JOB1362684408481,110
JOB1362684408482,144
JOB1362684408483,101
JOB1362684408484,76
JOB1362684408485,100
JOB1362684408486,108
JOB1362684408487,142
JOB1362684408488,105
JOB1362684408489,109
JOB1362684408490,113
JOB1362684408491,64
JOB1362684408492,132
JOB1362684408493,131
JOB1362684408494,205
JOB1362684408495,159
JOB1362684408496,102
JOB1362684408497,98
JOB1362684408498,125
JOB1362684408499,51
JOB1362684408500,42
JOB1362684408501,143
JOB1362684408502,91
JOB1362684408503,73
JOB1362684408504,81
JOB1362684408505,172
JOB1362684408506,47
JOB1362684408507,156
JOB1362684408508,170
JOB1362684408509,176
JOB1362684408510,84
JOB1362684408511,94
JOB1362684408512,105
JOB1362684408513,174
JOB1362684408514,122
JOB1362684408515,94
JOB1362684408516,121
JOB1362684408517,144
JOB1362684408518,124
JOB1362684408519,94
JOB1362684408520,145
JOB1362684408521,169
JOB1362684408522,173
JOB1362684408523,96
JOB1362684408524,82
JOB1362684408525,58
JOB1362684408526,73
JOB1362684408527,78
JOB1362684408528,62
JOB1362684408529,103
JOB1362684408530,93
JOB1362684408531,159
JOB1362684408532,148
JOB1362684408533,86
JOB1362684408534,83
JOB1362684408535,174
JOB1362684408536,117
JOB1362684408537,107
JOB1362684408538,57
JOB1362684408539,140
JOB1362684408540,126
JOB1362684408541,84
JOB1362684408542,80
JOB1362684408543,56
JOB1362684408544,168
JOB1362684408545,151
JOB1362684408546,93
JOB1362684408547,118
JOB1362684408548,103
JOB1362684408549,74
JOB1362684408550,139
JOB1362684408551,58
JOB1362684408552,106
JOB1362684408553,69
JOB1362684408554,178
JOB1362684408555,51
JOB1362684408556,33
JOB1362684408557,130
JOB1362684408558,74
JOB1362684408559,157
JOB1362684408560,29
JOB1362684408561,131
JOB1362684408562,73
JOB1362684408563,180
JOB1362684408564,93
JOB1362684408565,135
JOB1362684408566,140
JOB1362684408567,57
JOB1362684408568,88
JOB1362684408569,192
JOB1362684408570,137
JOB1362684408571,36
JOB1362684408572,100
JOB1362684408573,142
JOB1362684408574,99
JOB1362684408575,143
JOB1362684408576,65
JOB1362684408577,78
JOB1362684408578,137
JOB1362684408579,175
JOB1362684408580,103
JOB1362684408581,99
JOB1362684408582,37
JOB1362684408583,200
JOB1362684408584,94
JOB1362684408585,107
JOB1362684408586,68
JOB1362684408587,79
JOB1362684408588,161
JOB1362684408589,139
JOB1362684408590,191
JOB1362684408591,148
JOB1362684408592,181
JOB1362684408593,100
JOB1362684408594,102
JOB1362684408595,123
JOB1362684408596,156
JOB1362684408597,117
JOB1362684408598,80
JOB1362684408599,147
JOB1362684408600,91
JOB1362684408601,70
JOB1362684408602,126
JOB1362684408603,105
JOB1362684408604,114
JOB1362684408605,82
JOB1362684408606,185
JOB1362684408607,149
JOB1362684408608,65
JOB1362684408609,49
JOB1362684408610,149
JOB1362684408611,77
JOB1362684408612,95
JOB1362684408613,123
JOB1362684408614,148
JOB1362684408615,129
JOB1362684408616,98
JOB1362684408617,119
JOB1362684408618,83
JOB1362684408619,94
JOB1362684408620,125
JOB1362684408621,209
JOB1362684408622,127
JOB1362684408623,96
JOB1362684408624,53
JOB1362684408625,146
JOB1362684408626,152
JOB1362684408627,74
JOB1362684408628,64
JOB1362684408629,43
JOB1362684408630,168
JOB1362684408631,121
JOB1362684408632,139
JOB1362684408633,148
JOB1362684408634,170
JOB1362684408635,164
JOB1362684408636,118
JOB1362684408637,92
JOB1362684408638,130
JOB1362684408639,55
JOB1362684408640,150
JOB1362684408641,87
JOB1362684408642,143
JOB1362684408643,86
JOB1362684408644,142
JOB1362684408645,146
JOB1362684408646,188
JOB1362684408647,125
JOB1362684408648,162
JOB1362684408649,90
JOB1362684408650,114
JOB1362684408651,104
JOB1362684408652,84
JOB1362684408653,247
JOB1362684408654,119
JOB1362684408655,115
JOB1362684408656,127
JOB1362684408657,80
JOB1362684408658,96
JOB1362684408659,129
JOB1362684408660,63
JOB1362684408661,105
JOB1362684408662,145
JOB1362684408663,43
JOB1362684408664,140
JOB1362684408665,110
JOB1362684408666,87
JOB1362684408667,130
JOB1362684408668,104
JOB1362684408669,100
JOB1362684408670,124
JOB1362684408671,117
JOB1362684408672,64
JOB1362684408673,229
JOB1362684408674,152
JOB1362684408675,189
JOB1362684408676,71
JOB1362684408677,151
JOB1362684408678,119
JOB1362684408679,120
JOB1362684408680,105
JOB1362684408681,86
JOB1362684408682,76
JOB1362684408683,75
JOB1362684408684,92
JOB1362684408685,127
JOB1362684408686,80
